FRANCHISE,PLAYER,INJ,SALARY,YEARS,CONTRACT,ROSTER
Indianapolis Colts,"Tracy, Tyrone NYG RB",,$1.14,2,2024 4.10,ACTIVE_ROSTER
Indianapolis Colts,"Burden, Luther CHI WR",,$2.70,3,2025 1.15,ACTIVE_ROSTER
Indianapolis Colts,"McCaffrey, Luke WAS WR",,$1.14,2,2024 4.11,ACTIVE_ROSTER
Indianapolis Colts,"Metcalf, DK PIT WR",,$13.99,1,2023 oEXT,ACTIVE_ROSTER
Indianapolis Colts,"Rice, Rashee KCC WR",Questionable,$3.70,1,2023 2.08^,ACTIVE_ROSTER
Indianapolis Colts,"Shakir, Khalil BUF WR",,$7.11,1,2025 iEXT,ACTIVE_ROSTER
Indianapolis Colts,"Thomas Jr., Brian JAC WR",,$3.72,2,2024 1.09,ACTIVE_ROSTER
Indianapolis Colts,"Williams, Jameson DET WR",,$21.34,4,2026 mEXT,ACTIVE_ROSTER
Indianapolis Colts,"Barner, AJ SEA TE",Questionable,$1.03,1,2024 UDFA,ACTIVE_ROSTER
Indianapolis Colts,"Delp, Oscar NOS TE",,$1.07,4,2026 4.09,ACTIVE_ROSTER
Indianapolis Colts,"Henry, Hunter NEP TE",,$5.10,1,2026 UFA,ACTIVE_ROSTER
Indianapolis Colts,"Johnson, Theo NYG TE",,$1.11,2,2024 4.19,ACTIVE_ROSTER
Indianapolis Colts,"Elliott, Jake PHI PK",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Indianapolis Colts,"Rehkow, Ryan CIN PN",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Indianapolis Colts,"Jenkins, Kris CIN DT",Questionable,$1.12,2,2024 4.17,ACTIVE_ROSTER
Indianapolis Colts,"Lawrence, Dexter CIN DT",,$14.01,3,2025 iEXT,ACTIVE_ROSTER
Indianapolis Colts,"Turner, Kobie LAR DT",Questionable,$5.92,1,2024 SRFA,ACTIVE_ROSTER
Indianapolis Colts,"Williams, Tyleik DET DT",,$1.07,3,2025 4.17,ACTIVE_ROSTER
Indianapolis Colts,"Bain Jr., Rueben TBB DE",,$4.13,4,2026 1.09,ACTIVE_ROSTER
Indianapolis Colts,"Gary, Rashan DAL DE",,$7.43,2,2025 iEXT,ACTIVE_ROSTER
Indianapolis Colts,"Hunt, Jalyx PHI DE",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Indianapolis Colts,"Paye, Kwity LVR DE",,$3.96,2,2025 UFA,ACTIVE_ROSTER
Indianapolis Colts,"Robinson, Chop MIA DE",,$1.78,2,2024 2.10,ACTIVE_ROSTER
Indianapolis Colts,"White, Keion SFO DE",Questionable,$1.22,1,2023 4.11,ACTIVE_ROSTER
Indianapolis Colts,"Oluokun, Foyesade JAC LB",,$8.50,2,2026 oEXT,ACTIVE_ROSTER
Indianapolis Colts,"Tranquill, Drue KCC LB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Indianapolis Colts,"Walker, Quay LVR LB",,$5.52,3,2025 iEXT,ACTIVE_ROSTER
Indianapolis Colts,"Warner, Fred SFO LB",,$7.92,2,2025 B/R,ACTIVE_ROSTER
Indianapolis Colts,"Alford, Dee BUF CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Indianapolis Colts,"Lassiter, Kamari HOU CB",,$1.03,1,2024 UDFA,ACTIVE_ROSTER
Indianapolis Colts,"McDuffie, Trent LAR CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Indianapolis Colts,"McKinstry, Kool-Aid NOS CB",,$1.09,2,2024 5.07,ACTIVE_ROSTER
Indianapolis Colts,"Wiggins, Nate BAL CB",,$1.13,2,2024 4.13,ACTIVE_ROSTER
Indianapolis Colts,"Bishop, Cole BUF S",Questionable,$1.24,2,2024 3.17,ACTIVE_ROSTER
Indianapolis Colts,"Downs, Caleb DAL S",,$2.76,4,2026 1.15,ACTIVE_ROSTER
Indianapolis Colts,"Hickman, Ronnie CLE S",,$2.26,1,2026 oEXT,ACTIVE_ROSTER
Indianapolis Colts,"Joseph, Kerby DET S",Questionable,$8.21,2,2025 FRFA,ACTIVE_ROSTER
Indianapolis Colts,"Love, Julian SEA S",,$9.55,2,2025 oEXT,ACTIVE_ROSTER
Indianapolis Colts,"Williams, Evan GBP S",,$1.03,1,2024 UDFA,ACTIVE_ROSTER
Indianapolis Colts,"Brooks, Tahj CIN RB",,$0.99,2,2025 UDFA,TAXI_SQUAD
Indianapolis Colts,"Neal, Devin NOS RB",Questionable,$1.08,3,2025 4.15,TAXI_SQUAD
Indianapolis Colts,"Allen, Cyrus KCC WR",,$0.99,4,2026 5.09,TAXI_SQUAD
Indianapolis Colts,"Benny, Rayshaun BAL DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Indianapolis Colts,"Dye, Troy LAC LB",,$1.10,1,2026 R/F,TAXI_SQUAD
Indianapolis Colts,"Hood, Colton NYG CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Indianapolis Colts,"Pola-Mao, Isaiah LVR S",,$1.10,1,2026 R/F,TAXI_SQUAD
Indianapolis Colts,"Styles, Lorenzo NOS S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Jacksonville Jaguars,"Allen, Josh BUF QB",,$41.70,1,2026 EFT,ACTIVE_ROSTER
Jacksonville Jaguars,"Gabriel, Dillon CLE QB",,$1.06,3,2025 4.19,ACTIVE_ROSTER
Jacksonville Jaguars,"Levis, Will TEN QB",,$2.93,1,2023 1.14,ACTIVE_ROSTER
Jacksonville Jaguars,"Shough, Tyler NOS QB",,$2.25,3,2025 2.03,ACTIVE_ROSTER
Jacksonville Jaguars,"Barkley, Saquon PHI RB",,$33.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Bigsby, Tank PHI RB",,$1.36,1,2023 3.14,ACTIVE_ROSTER
Jacksonville Jaguars,"Coleman, Jonah DEN RB",,$1.76,4,2026 2.11,ACTIVE_ROSTER
Jacksonville Jaguars,"Conner, James ARI RB",Questionable,$3.69,3,2026 B/R,ACTIVE_ROSTER
Jacksonville Jaguars,"Davis, Ray BUF RB",,$1.32,2,2024 3.12,ACTIVE_ROSTER
Jacksonville Jaguars,"Warren, Jaylen PIT RB",,$4.11,1,2023 iEXT,ACTIVE_ROSTER
Jacksonville Jaguars,"Bech, Jack LVR WR",,$2.10,3,2025 2.05,ACTIVE_ROSTER
Jacksonville Jaguars,"Coleman, Keon BUF WR",,$3.03,2,2024 1.12,ACTIVE_ROSTER
Jacksonville Jaguars,"Diggs, Stefon FA WR",,$6.08,3,2025 B/R,ACTIVE_ROSTER
Jacksonville Jaguars,"Godwin, Chris TBB WR",,$9.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Golden, Matthew GBP WR",,$3.66,3,2025 1.10,ACTIVE_ROSTER
Jacksonville Jaguars,"Jeudy, Jerry CLE WR",Questionable,$5.00,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Royals, Jalen KCC WR",,$1.20,3,2025 3.20,ACTIVE_ROSTER
Jacksonville Jaguars,"Smith, DeVonta PHI WR",,$34.00,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Thomas, Zavion CHI WR",,$1.06,4,2026 4.11,ACTIVE_ROSTER
Jacksonville Jaguars,"Goedert, Dallas PHI TE",,$6.53,1,2024 B/R,ACTIVE_ROSTER
Jacksonville Jaguars,"Kraft, Tucker GBP TE",Questionable,$3.70,1,2023 4.14^,ACTIVE_ROSTER
Jacksonville Jaguars,"Tonges, Jake SFO TE",Questionable,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Little, Cam JAC PK",,$1.03,1,2024 UDFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Hekker, Johnny MIN PN",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Grant, Kenneth MIA DT",,$1.43,3,2025 3.05,ACTIVE_ROSTER
Jacksonville Jaguars,"Norman-Lott, Omarr KCC DT",Questionable,$1.03,3,2025 5.17,ACTIVE_ROSTER
Jacksonville Jaguars,"Odighizuwa, Osa SFO DT",Questionable,$4.51,1,2025 RRFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Phillips, Harrison NYJ DT",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Roach, Malcolm DEN DT",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Bailey, David NYJ DE",,$3.52,4,2026 1.11,ACTIVE_ROSTER
Jacksonville Jaguars,"Bosa, Joey BUF DE",,$2.20,2,2025 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Isaac, Adisa BAL DE",Questionable,$1.08,2,2024 5.12,ACTIVE_ROSTER
Jacksonville Jaguars,"Jordan, Cameron NOS DE",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Jacksonville Jaguars,"Odeyingbo, Dayo CHI DE",Questionable,$1.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Sorrell, Barryn GBP DE",,$1.03,3,2025 5.19,ACTIVE_ROSTER
Jacksonville Jaguars,"Young, Chase NOS DE",,$8.00,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Barton, Cody TEN LB",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Bertrand, JD ATL LB",,$1.13,2,2024 4.14,ACTIVE_ROSTER
Jacksonville Jaguars,"Edmunds, Tremaine NYG LB",,$3.07,2,2025 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Henley, Daiyan LAC LB",,$3.70,1,2023 2.14^,ACTIVE_ROSTER
Jacksonville Jaguars,"McDuffie, Isaiah GBP LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Jacksonville Jaguars,"Reid, Winston CLE LB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Roberts, Elandon LVR LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Jacksonville Jaguars,"Thompson, Shaq BUF LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Jacksonville Jaguars,"Banks, Deonte NYG CB",,$1.17,1,2023 5.14,ACTIVE_ROSTER
Jacksonville Jaguars,"Delane, Mansoor KCC CB",Questionable,$1.28,4,2026 3.11,ACTIVE_ROSTER
Jacksonville Jaguars,"Jackson, Michael CAR CB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Jacksonville Jaguars,"Johnson, Will ARI CB",,$1.12,3,2025 4.05,ACTIVE_ROSTER
Jacksonville Jaguars,"Gilman, Alohi KCC S",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Nubin, Tyler NYG S",,$1.69,2,2024 2.12,ACTIVE_ROSTER
Jacksonville Jaguars,"Scott, Nick CAR S",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Jacksonville Jaguars,"Winston, Kevin TEN S",,$1.04,3,2025 5.05,ACTIVE_ROSTER
Jacksonville Jaguars,"Johnson, Ty BUF RB",,$1.10,1,2026 R/F,TAXI_SQUAD
Jacksonville Jaguars,"Robinson, Demarcus SFO WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Jacksonville Jaguars,"Roush, Sam CHI TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Jacksonville Jaguars,"Orange, Domonique MIN DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Jacksonville Jaguars,"Elliott, Keyshaun CHI LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Jacksonville Jaguars,"Moore, Devin DAL CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Jacksonville Jaguars,"Rivers, Chandler BAL CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Jacksonville Jaguars,"Ramsey, Kamari HOU S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Darnold, Sam SEA QB",,$13.95,3,2026 mEXT,ACTIVE_ROSTER
Tennessee Titans,"McCarthy, J.J. MIN QB",,$4.42,2,2024 1.07,ACTIVE_ROSTER
Tennessee Titans,"Penix Jr., Michael ATL QB",Questionable,$1.62,2,2024 2.14,ACTIVE_ROSTER
Tennessee Titans,"Stroud, C.J. HOU QB",,$3.30,1,2023 1.12,ACTIVE_ROSTER
Tennessee Titans,"Brooks, Jonathon CAR RB",,$2.86,2,2024 1.13,ACTIVE_ROSTER
Tennessee Titans,"Brown, Chase CIN RB",,$9.71,2,2025 iEXT,ACTIVE_ROSTER
Tennessee Titans,"Hubbard, Chuba CAR RB",,$9.12,1,2025 oEXT,ACTIVE_ROSTER
Tennessee Titans,"Johnson, Emmett KCC RB",,$1.19,4,2026 3.17,ACTIVE_ROSTER
Tennessee Titans,"Mason, Jordan MIN RB",,$3.52,1,2026 RRFA,ACTIVE_ROSTER
Tennessee Titans,"White, Rachaad WAS RB",,$2.85,2,2026 mEXT,ACTIVE_ROSTER
Tennessee Titans,"Williams, Javonte DAL RB",,$31.10,1,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Boutte, Kayshon NEP WR",,$5.77,2,2026 SRFA,ACTIVE_ROSTER
Tennessee Titans,"Collins, Nico HOU WR",,$27.78,3,2025 B/R,ACTIVE_ROSTER
Tennessee Titans,"Hill, Tyreek FA WR",Questionable,$3.33,2,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Hurst, Ted TBB WR",,$1.17,4,2026 3.19,ACTIVE_ROSTER
Tennessee Titans,"Jennings, Jauan MIN WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Lemon, Makai PHI WR",Questionable,$5.56,4,2026 1.06,ACTIVE_ROSTER
Tennessee Titans,"Mims, Marvin DEN WR",,$1.38,1,2023 3.13,ACTIVE_ROSTER
Tennessee Titans,"Nacua, Puka LAR WR",,$5.81,1,2023 5.03^,ACTIVE_ROSTER
Tennessee Titans,"TeSlaa, Isaac DET WR",,$1.11,3,2025 4.08,ACTIVE_ROSTER
Tennessee Titans,"Watson, Christian GBP WR",,$19.00,2,2026 mEXT,ACTIVE_ROSTER
Tennessee Titans,"Loveland, Colston CHI TE",,$4.32,3,2025 1.08,ACTIVE_ROSTER
Tennessee Titans,"Stowers, Eli PHI TE",Questionable,$2.20,4,2026 2.04,ACTIVE_ROSTER
Tennessee Titans,"Washington, Darnell PIT TE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Allen, Zach DEN DT",,$13.94,1,2024 UFA,ACTIVE_ROSTER
Tennessee Titans,"Hall Jr., Michael CLE DT",Questionable,$1.28,2,2024 3.15,ACTIVE_ROSTER
Tennessee Titans,"Jones, Chris KCC DT",,$3.53,1,2025 iEXT,ACTIVE_ROSTER
Tennessee Titans,"McNeill, Alim DET DT",Questionable,$2.06,1,2024 oEXT,ACTIVE_ROSTER
Tennessee Titans,"Orhorhoro, Ruke JAC DT",,$1.11,2,2024 4.20,ACTIVE_ROSTER
Tennessee Titans,"Payne, Da'Ron WAS DT",,$4.10,1,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Herbig, Nick PIT DE",,$1.23,1,2023 4.10,ACTIVE_ROSTER
Tennessee Titans,"Highsmith, Alex PIT DE",,$10.70,2,2026 oEXT,ACTIVE_ROSTER
Tennessee Titans,"Howell, Cashius CIN DE",,$1.44,4,2026 3.04,ACTIVE_ROSTER
Tennessee Titans,"Hunter, Danielle HOU DE",,$18.69,1,2026 oEXT,ACTIVE_ROSTER
Tennessee Titans,"Smith, Nolan PHI DE",,$1.32,1,2023 3.19,ACTIVE_ROSTER
Tennessee Titans,"Barnes, Derrick DET LB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Tennessee Titans,"Dennis, SirVocea TBB LB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Tennessee Titans,"Miller, Ventrell JAC LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Schwesinger, Carson CLE LB",Questionable,$1.80,3,2025 2.10,ACTIVE_ROSTER
Tennessee Titans,"Singleton, Alex DEN LB",,$3.00,1,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Jackson, Adoree PHI CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Tennessee Titans,"Porter Jr., Joey PIT CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Woolen, Tariq PHI CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Tennessee Titans,"Curl, Kamren LAR S",,$2.85,2,2026 UFA,ACTIVE_ROSTER
Tennessee Titans,"Johnson, Antonio JAC S",,$3.52,2,2026 RRFA,ACTIVE_ROSTER
Tennessee Titans,"Bridgewater, Teddy DET QB",,$1.10,1,2026 R/F,TAXI_SQUAD
Tennessee Titans,"Garoppolo, Jimmy LAR QB",,$1.10,1,2025 R/F,TAXI_SQUAD
Tennessee Titans,"Hemby, Roman LVR RB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Perine, Samaje CIN RB",,$1.10,1,2026 UFA,TAXI_SQUAD
Tennessee Titans,"Hollins, Mack NEP WR",,$1.10,1,2025 R/F,TAXI_SQUAD
Tennessee Titans,"Klein, Marlin HOU TE",Questionable,$0.98,4,2026 5.17,TAXI_SQUAD
Tennessee Titans,"Tremble, Tommy CAR TE",,$1.10,1,2026 UFA,TAXI_SQUAD
Tennessee Titans,"McManus, Brandon FA PK",,$1.10,1,2025 R/F,TAXI_SQUAD
Tennessee Titans,"McNamara, Austin NYJ PN",,$1.10,1,2026 ERFA,TAXI_SQUAD
Tennessee Titans,"Bernard, Uar PHI DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Gill-Howard, Skyler DET DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Jones, D.J. DEN DT",,$1.10,1,2025 R/F,TAXI_SQUAD
Tennessee Titans,"Kinlaw, Javon WAS DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Tennessee Titans,"McClellan, Chris GBP DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Onwuzurike, Levi DET DT",Questionable,$1.10,1,2026 UFA,TAXI_SQUAD
Tennessee Titans,"Burch, Jordan ARI DE",,$0.99,2,2025 UDFA,TAXI_SQUAD
Tennessee Titans,"Epenesa, A.J. PHI DE",,$1.10,1,2026 UFA,TAXI_SQUAD
Tennessee Titans,"Jones, Patrick CAR DE",,$1.10,1,2025 R/F,TAXI_SQUAD
Tennessee Titans,"Miller, Von WAS DE",,$1.10,1,2026 R/F,TAXI_SQUAD
Tennessee Titans,"Oladejo, Oluwafemi TEN DE",Questionable,$1.04,3,2025 5.08,TAXI_SQUAD
Tennessee Titans,"Elarms-Orr, Kaleb BUF LB",,$1.00,4,2026 5.04,TAXI_SQUAD
Tennessee Titans,"Abney, Keith DET CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Benford, Christian BUF CB",,$1.10,1,2026 ERFA,TAXI_SQUAD
Tennessee Titans,"Canady, Jadon KCC CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Davis, Tacario CIN CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Gardner, Sauce IND CB",,$1.10,1,2025 R/F,TAXI_SQUAD
Tennessee Titans,"Lee, Will CAR CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Revel, Shavon DAL CB",,$1.03,3,2025 5.16,TAXI_SQUAD
Tennessee Titans,"Johnson, Dalton LVR S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tennessee Titans,"Smith, Tykee TBB S",,$1.08,2,2024 5.14,TAXI_SQUAD
Denver Broncos,"Lawrence, Trevor JAC QB",,$14.95,2,2025 UFA,ACTIVE_ROSTER
Denver Broncos,"Milton, Joe DAL QB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Denver Broncos,"Tagovailoa, Tua ATL QB",,$20.49,2,2025 B/R,ACTIVE_ROSTER
Denver Broncos,"Blue, Jaydon DAL RB",,$1.22,3,2025 3.18,ACTIVE_ROSTER
Denver Broncos,"Etienne, Travis NOS RB",,$14.48,2,2026 oEXT,ACTIVE_ROSTER
Denver Broncos,"Lloyd, MarShawn GBP RB",,$1.38,2,2024 3.08,ACTIVE_ROSTER
Denver Broncos,"Love, Jeremiyah ARI RB",,$11.67,4,2026 1.01,ACTIVE_ROSTER
Denver Broncos,"Atwell, Tutu MIA WR",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Ayomanor, Elic TEN WR",,$1.17,3,2025 3.23,ACTIVE_ROSTER
Denver Broncos,"Higgins, Tee CIN WR",,$15.43,2,2024 B/R,ACTIVE_ROSTER
Denver Broncos,"Lane, Jaylin WAS WR",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Denver Broncos,"McMillan, Jalen TBB WR",,$1.19,2,2024 4.05,ACTIVE_ROSTER
Denver Broncos,"McMillan, Tetairoa CAR WR",Questionable,$7.73,3,2025 1.03,ACTIVE_ROSTER
Denver Broncos,"Mooney, Darnell NYG WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Samuel, Deebo FA WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Dulcich, Greg MIA TE",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Evans, Mitchell CAR TE",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Hockenson, T.J. MIN TE",,$18.50,2,2025 oEXT,ACTIVE_ROSTER
Denver Broncos,"LaPorta, Sam DET TE",Questionable,$3.70,1,2023 2.02^,ACTIVE_ROSTER
Denver Broncos,"Mayer, Michael LVR TE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Denver Broncos,"Sanders, Ja'Tavion CAR TE",,$1.24,2,2024 3.18,ACTIVE_ROSTER
Denver Broncos,"Allen, Jonathan CIN DT",,$5.10,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Brown, Derrick CAR DT",,$19.49,2,2024 oEXT,ACTIVE_ROSTER
Denver Broncos,"Caldwell, Jamaree LAC DT",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Denver Broncos,"Shepherd, Nathan NOS DT",Questionable,$1.10,1,2026 R/F,ACTIVE_ROSTER
Denver Broncos,"Uwazurike, Eyioma DEN DT",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Denver Broncos,"Booker, Austin CHI DE",,$1.10,2,2024 4.22,ACTIVE_ROSTER
Denver Broncos,"Bosa, Nick SFO DE",Questionable,$23.13,3,2026 mEXT,ACTIVE_ROSTER
Denver Broncos,"Faulk, Keldric TEN DE",,$1.52,4,2026 3.01,ACTIVE_ROSTER
Denver Broncos,"Oweh, Odafe WAS DE",,$3.60,2,2024 iEXT,ACTIVE_ROSTER
Denver Broncos,"Williams, Mykel SFO DE",Questionable,$1.97,3,2025 2.07,ACTIVE_ROSTER
Denver Broncos,"James, Shemar DAL LB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Sherwood, Jamien NYJ LB",,$5.88,2,2025 SRFA,ACTIVE_ROSTER
Denver Broncos,"Smith, Roquan BAL LB",,$14.27,2,2024 oEXT,ACTIVE_ROSTER
Denver Broncos,"Amos, Trey WAS CB",Questionable,$1.10,1,2026 R/F,ACTIVE_ROSTER
Denver Broncos,"Brownlee, Jarvis NYJ CB",Questionable,$1.10,1,2025 R/F,ACTIVE_ROSTER
Denver Broncos,"Parrish, Jacob TBB CB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Denver Broncos,"Phillips, Andru NYG CB",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Denver Broncos,"Riley, Quincy NOS CB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Denver Broncos,"Battle, Jordan CIN S",,$6.50,1,2026 ORFA3,ACTIVE_ROSTER
Denver Broncos,"Cook, Bryan CIN S",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Denver Broncos,"Hooker, Amani TEN S",,$5.43,1,2025 UFA,ACTIVE_ROSTER
Denver Broncos,"Trader, Dante MIA S",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Denver Broncos,"Allen, LeQuint JAC RB",,$1.10,1,2026 R/F,TAXI_SQUAD
Denver Broncos,"Croskey-Merritt, Jacory WAS RB",,$0.99,2,2025 UDFA,TAXI_SQUAD
Denver Broncos,"Bond, Isaiah CLE WR",,$1.02,3,2025 5.22,TAXI_SQUAD
Denver Broncos,"Watkins, Jordan SFO WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Denver Broncos,"Whittington, Jordan LAR WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Denver Broncos,"Williams, Savion GBP WR",,$1.03,3,2025 5.12,TAXI_SQUAD
Denver Broncos,"Bentley, Dallen DEN TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Hibner, Matthew BAL TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Koziol, Tanner JAC TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Royer, Joe CLE TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Traore, Seydou MIA TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Loop, Tyler BAL PK",,$1.06,3,2025 5.02,TAXI_SQUAD
Denver Broncos,"Smack, Trey GBP PK",,$0.98,4,2026 5.15,TAXI_SQUAD
Denver Broncos,"Crawshaw, Jeremy DEN PN",,$1.06,3,2025 5.01,TAXI_SQUAD
Denver Broncos,"Alexander, Darius NYG DT",,$1.03,3,2025 5.10,TAXI_SQUAD
Denver Broncos,"Broughton, Vernon NOS DT",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Denver Broncos,"Farmer, Joshua NEP DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Denver Broncos,"Phillips, Jordan MIA DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Denver Broncos,"Proctor, Kaleb ARI DT",Questionable,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Barham, Jaishawn DAL DE",,$1.01,4,2026 5.01,TAXI_SQUAD
Denver Broncos,"Crawford, Keyron LVR DE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Umanmielen, Princely CAR DE",,$0.99,2,2025 UDFA,TAXI_SQUAD
Denver Broncos,"Buchanan, Teddye BAL LB",Questionable,$1.03,3,2025 5.20,TAXI_SQUAD
Denver Broncos,"Dugger, Jaden SFO LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Knight, Tyrice SEA LB",,$1.03,1,2024 UDFA,TAXI_SQUAD
Denver Broncos,"Martin, Nick SFO LB",,$1.10,3,2025 4.10,TAXI_SQUAD
Denver Broncos,"Murdock, Red DEN LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Harris, Marcus TEN CB",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Denver Broncos,"Scott, Keionte TBB CB",,$0.98,4,2026 5.14,TAXI_SQUAD
Denver Broncos,"Huskey, Jalen JAC S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Payne, VJ NYJ S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Denver Broncos,"Woodson, Craig NEP S",,$1.03,3,2025 5.15,TAXI_SQUAD
Kansas City Chiefs,"Dart, Jaxson NYG QB",,$2.35,3,2025 2.02,ACTIVE_ROSTER
Kansas City Chiefs,"Fields, Justin KCC QB",,$1.90,1,2026 UFA,ACTIVE_ROSTER
Kansas City Chiefs,"Mahomes, Patrick KCC QB",Questionable,$41.47,3,2023 oEXT,ACTIVE_ROSTER
